step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
223,CASH_OUT,22871.73,C1740881506,15071.58,0.0,C8517270160,8509.52,28080.03,0,0
243,PAYMENT,95831.72,C4725102548,0.0,0.0,M954813453,421769.05,504239.6,0,0
480,DEBIT,9142.03,C645256043,0.0,0.0,M8467896175,0.0,8891.69,0,0
560,CASH_IN,71496.79,C9845273971,0.0,0.0,M4064468123,5009.55,73875.83,0,0
649,CASH_IN,77208.38,C3852233730,11416.55,0.0,M1273538719,0.0,73423.61,0,0
413,CASH_IN,597676.08,C1961773733,22618.82,0.0,M6280906231,0.0,521761.79,0,0
24,CASH_OUT,726332.07,C1923530898,93998.71,0.0,C9631497979,0.0,634026.03,0,0
239,CASH_OUT,26637.02,C5291548653,133715.77,107116.39,C3505231059,0.0,24063.28,0,0
521,CASH_OUT,32086.11,C6513911161,3316.99,0.0,C7366431616,28257.93,57647.77,0,0
277,CASH_OUT,2324.44,C7148945605,0.0,0.0,C3285608482,0.0,2164.29,0,0
339,CASH_OUT,5405.45,C1198328020,432604.93,427213.87,C2314831212,425895.12,431153.93,0,0
56,PAYMENT,43175.5,C1418711219,31925.31,0.0,M7395637921,0.0,36962.41,0,0
410,PAYMENT,10260.73,C7155683249,103559.35,93352.18,M5375917000,0.0,10092.89,0,0
402,CASH_IN,10736.32,C5098325351,0.0,0.0,M448297806,5511.66,15167.81,0,0
175,CASH_IN,6134.03,C2257115740,622589.53,616418.53,M9718924798,11715.61,17223.72,0,0
507,TRANSFER,341978.07,C3234193344,1756923.17,1414902.47,C1685809543,543.38,318075.44,0,0
322,CASH_OUT,198095.7,C6522425443,0.0,0.0,C993136038,24738.24,199687.83,0,0
48,CASH_OUT,84542.87,C5793844616,153098.05,68541.74,C9150487660,143558.81,216868.73,0,0
558,PAYMENT,4497.03,C3396045694,0.0,0.0,M1210799311,99524.92,103450.25,0,0
458,CASH_OUT,67478.42,C5285806131,0.0,0.0,C2195318285,0.0,62061.03,0,0
417,CASH_OUT,168092.8,C6411407729,0.0,0.0,C1153884866,75261.24,234922.53,0,0
722,CASH_OUT,537853.32,C3812224665,0.0,0.0,C9962093290,215841.99,687282.39,0,0
514,CASH_OUT,56490.69,C2147900334,4133.39,0.0,C4589668943,0.0,53297.94,0,0
189,PAYMENT,27013.64,C9306922915,357092.87,330115.56,M1570602561,37432.17,61936.53,0,0
318,PAYMENT,80767.41,C1124842442,0.0,0.0,M4285537885,0.0,71071.04,0,0
505,PAYMENT,4597.22,C7180054325,0.0,0.0,M7903794312,8297.86,12750.66,0,0
176,PAYMENT,47355.54,C2038934673,46077.13,0.0,M6978711732,52184.18,94305.12,0,0
26,PAYMENT,189086.56,C1932930299,0.0,0.0,M7721552913,0.0,181372.56,0,0
724,CASH_OUT,4014.01,C863021857,73423.75,69361.51,C8849556995,8373.51,12003.35,0,0
529,CASH_OUT,33215.86,C2630068511,0.0,0.0,C9265164403,0.0,28711.51,0,0
322,CASH_OUT,212090.62,C6805493922,88603.41,0.0,C1775863191,26512.56,214735.2,0,0
465,CASH_IN,12465.27,C6887407720,43292.62,30754.58,M7110260011,0.0,11750.16,0,0
536,CASH_IN,215050.96,C3943041354,0.0,0.0,M2227430180,368649.72,570573.27,0,0
459,PAYMENT,40510.21,C5620928314,277291.1,236820.95,M6541944938,0.0,35834.07,0,0
423,CASH_OUT,49318.1,C4349720255,132830.46,83523.81,C9622668873,114935.45,159923.14,0,0
172,PAYMENT,59914.48,C4354172604,369818.09,309899.92,M7962821804,2228565.54,2287934.38,0,0
406,PAYMENT,26006.77,C8675925842,828.22,0.0,M9644087606,9576.27,33930.48,0,0
491,PAYMENT,535446.58,C730319084,451984.96,0.0,M5819870006,5139.63,493369.49,0,0
334,PAYMENT,53813.2,C7682354719,878110.92,824261.59,M3265093596,25722.05,75866.63,0,0
47,PAYMENT,473663.94,C753338669,0.0,0.0,M7755992255,87796.96,537679.44,0,0
193,PAYMENT,6646.33,C4984401941,546.89,0.0,M875341972,21339.29,27142.08,0,0
307,CASH_IN,5728.69,C5225863706,0.0,0.0,M8907951651,103893.54,108967.41,0,0
167,CASH_OUT,496939.92,C7534823069,12956.3,0.0,C2258027570,0.0,450865.3,0,0
104,CASH_IN,17494.76,C8848145594,1998.52,0.0,M1498881632,0.0,16210.55,0,0
678,CASH_OUT,28578.19,C9680514930,28047.12,0.0,C9015212507,0.0,28425.1,0,0
254,CASH_OUT,36978.0,C5748438036,67844.92,30803.57,C4458175487,0.0,33505.62,0,0
488,TRANSFER,6076.82,C8523492872,0.0,0.0,C5752056130,8162.93,13833.58,0,0
235,TRANSFER,688459.25,C4657784413,0.0,0.0,C1825488505,244335.05,857975.11,0,0
364,CASH_OUT,29619.09,C2157249464,67369.44,37672.81,C9013005569,28689.07,56906.02,0,0
83,PAYMENT,52796.84,C1096112854,0.0,0.0,M7291556017,0.0,48369.75,0,0
535,CASH_OUT,499121.83,C985851030,65056.13,0.0,C9695590462,39873.86,488502.98,0,0
2,PAYMENT,69990.47,C8891749041,42066.48,0.0,M1205042349,66570.16,126089.26,0,0
510,CASH_IN,29575.99,C9805719248,87204.84,57699.39,M3185695373,1267.92,27242.23,0,0
141,TRANSFER,296226.01,C9300545346,0.0,0.0,C7796488824,143129.98,436513.33,0,0
488,PAYMENT,111691.39,C8622214964,0.0,0.0,M2217904236,0.0,96176.21,0,0
170,PAYMENT,506221.16,C9995675189,38731.75,0.0,M4037697735,7097.44,465284.87,0,0
52,PAYMENT,197800.85,C3906708509,0.0,0.0,M7541498372,0.0,192520.65,0,0
120,CASH_OUT,24070.95,C6609488494,164618.67,140456.0,C8010495854,25998.77,49019.34,0,0
455,TRANSFER,192782.84,C5283112008,5393.68,0.0,C7172333211,12333.91,198254.98,0,0
715,CASH_IN,211250.72,C7150729095,139099.56,0.0,M3384870567,174023.32,366877.72,0,0
300,PAYMENT,22708.95,C7509552351,0.0,0.0,M2696695665,32152.08,52500.25,0,0
529,CASH_OUT,120008.91,C3157881673,127936.04,7958.53,C4056544494,0.0,105402.4,0,0
210,CASH_OUT,475617.62,C1339653143,2346.33,0.0,C3136769726,6862.79,443396.22,0,0
7,CASH_OUT,102299.89,C6137492460,0.0,0.0,C7405322912,0.0,88742.07,0,0
127,CASH_IN,103315.55,C6526283213,128179.68,24864.11,M9157917937,0.0,95137.68,0,0
247,PAYMENT,152563.71,C2483405317,38017.98,0.0,M7660574247,0.0,150344.22,0,0
164,CASH_OUT,93068.58,C1047480622,31929.51,0.0,C5011224327,0.0,81007.05,0,0
295,PAYMENT,1872.91,C7818464723,0.0,0.0,M8389519830,9379.15,10987.56,0,0
386,CASH_IN,2110419.59,C3546084590,0.0,0.0,M1905144450,0.0,2058574.62,0,0
390,CASH_OUT,58740.74,C1063443473,0.0,0.0,C7032594180,0.0,57993.21,0,0
184,CASH_IN,49765.2,C6378301190,3053.83,0.0,M9005359747,15371.57,59497.11,0,0
741,CASH_IN,107598.38,C3558129782,0.0,0.0,M9491331809,6295.5,105911.44,0,0
230,TRANSFER,183161.08,C719134157,0.0,0.0,C1946910633,4261.94,177154.63,0,0
561,PAYMENT,82841.88,C9956489551,9305.08,0.0,M6046596413,0.0,71691.97,0,0
498,CASH_OUT,38131.26,C6011179616,158635.21,120454.78,C4154422120,53073.65,87855.18,0,0
19,PAYMENT,11851.52,C7428013953,125750.86,113870.4,M2981983415,3390.38,15155.55,0,0
738,CASH_OUT,61908.37,C5114854505,136925.6,75073.9,C2947380973,0.0,58231.51,0,0
541,CASH_OUT,323530.9,C4158759829,45780.93,0.0,C6236157050,389790.89,671918.21,0,0
626,PAYMENT,3719.73,C4173649019,0.0,0.0,M5434455054,43031.9,46439.28,0,0
94,PAYMENT,29586.0,C4684833617,0.0,0.0,M7865541250,0.0,25372.83,0,0
568,CASH_IN,87805.92,C2176912400,54752.51,0.0,M361376961,0.0,75392.52,0,0
509,CASH_OUT,31482.03,C3573884907,3163.76,0.0,C8099822721,29114.07,58639.06,0,0
263,PAYMENT,14210.48,C5369137263,75202.82,60935.87,M6169037713,25894.58,39800.27,0,0
681,CASH_IN,746.36,C2845872818,0.0,0.0,M4332820231,0.0,726.45,0,0
311,CASH_IN,27239.13,C9064044992,0.0,0.0,M7098552870,0.0,25973.89,0,0
8,CASH_IN,191759.01,C9296614174,0.0,0.0,M8090940570,1073.31,164702.49,0,0
724,CASH_IN,84015.64,C9566031605,18282.68,0.0,M4382302539,169704.82,250815.79,0,0
244,TRANSFER,260197.08,C3988329248,189007.46,0.0,C8374306793,44146.0,292198.43,0,0
310,CASH_OUT,459127.09,C7766168037,38976.21,0.0,C252488119,239729.54,697194.16,0,0
705,PAYMENT,15557.63,C2374578070,324709.81,309138.73,M8862511669,36058.55,50807.94,0,0
652,CASH_OUT,4497.94,C8612716609,0.0,0.0,C1086441640,1385.64,5487.63,0,0
495,CASH_OUT,45466.68,C5484789064,3818.45,0.0,C4465466310,0.0,42611.71,0,0
140,CASH_OUT,139709.82,C9914100475,0.0,0.0,C6830208166,50733.84,178983.97,0,0
548,CASH_OUT,7167.15,C8528244096,749115.9,741844.23,C2808933399,0.0,6292.3,0,0
656,CASH_OUT,86792.34,C9473698512,0.0,0.0,C2358189382,0.0,86194.72,0,0
486,CASH_OUT,767601.06,C449151910,65613.02,0.0,C8424677838,0.0,742185.16,0,0
449,CASH_OUT,50254.53,C3049020224,81039.65,30702.74,C8674421915,0.0,45344.07,0,0
399,TRANSFER,47646.44,C7097446727,9732.0,0.0,C1400850487,325352.14,368034.58,0,0
417,CASH_OUT,18863.58,C2995249116,112495.75,93700.31,C906947689,0.0,17528.05,0,0
659,CASH_IN,96619.52,C2055444984,0.0,0.0,M2364832321,0.0,95899.66,0,0
161,CASH_OUT,6385.07,C1373052781,0.0,0.0,C4040716425,0.0,5737.02,0,0
153,TRANSFER,95661.68,C5442099034,0.0,0.0,C6850650398,0.0,85172.14,0,0
181,CASH_IN,6323.77,C6753089244,26719.59,20393.3,M3336853141,0.0,5580.98,0,0
648,PAYMENT,84273.78,C4827738875,0.0,0.0,M9120508709,11146.74,89063.76,0,0
536,PAYMENT,12481.58,C8266512186,0.0,0.0,M8363684501,16903.48,27937.71,0,0
532,CASH_OUT,933290.2,C6163217317,108427.91,0.0,C2016588465,5216.62,860953.63,0,0
62,TRANSFER,1031750.33,C2009247286,14346.85,0.0,C8811872893,170314.28,1055942.34,0,0
509,CASH_IN,144386.91,C2053465701,188682.38,44257.67,M6569765822,0.0,140493.52,0,0
156,CASH_IN,15672.81,C8490252552,168329.3,152674.69,M4267296879,0.0,14448.77,0,0
700,PAYMENT,51409.78,C5229517656,152228.08,100780.04,M7429888222,36480.59,85426.56,0,0
182,CASH_OUT,99428.03,C6488252291,10010.95,0.0,C8379147094,48835.39,145003.58,0,0
307,CASH_IN,124215.39,C276584941,0.0,0.0,M4777725878,0.0,110329.62,0,0
209,CASH_OUT,455871.27,C1462003193,18168.37,0.0,C9952997386,0.0,437066.49,0,0
328,PAYMENT,34616.97,C188541398,333089.6,298463.36,M2858559391,28453.23,59302.97,0,0
693,CASH_OUT,15809.32,C8915293027,32345.03,16544.66,C7553079889,15671.95,30664.69,0,0
454,TRANSFER,352570.29,C3883368418,0.0,0.0,C5656882357,0.0,313544.12,0,0
374,CASH_OUT,1596060.69,C1187333890,0.0,0.0,C4617044909,81060.36,1496767.32,0,0
660,CASH_OUT,214100.38,C3379089958,38008.46,0.0,C6001303373,1487.09,198826.81,0,0
161,PAYMENT,4763.89,C9398316396,95727.52,90923.71,M3414454454,39524.02,43603.27,0,0
627,CASH_IN,455488.94,C4693070315,0.0,0.0,M413743699,114779.7,565493.61,0,0
565,PAYMENT,164619.81,C9266718313,0.0,0.0,M3106828080,8099.15,152708.13,0,0
519,CASH_OUT,52070.85,C5456437989,15838.01,0.0,C8397908698,28444.82,79281.64,0,0
290,CASH_OUT,50204.42,C9600429917,53716.71,3509.29,C5466257733,0.0,42855.75,0,0
493,CASH_IN,6261.57,C5499156478,103917.33,97650.26,M1720265580,0.0,6004.5,0,0
425,TRANSFER,131947.35,C3325500875,0.0,0.0,C900057894,0.0,114795.85,0,0
216,CASH_IN,19738.78,C2438952991,42058.21,22372.34,M1044798065,25365.68,42818.73,0,0
513,PAYMENT,31044.62,C6029965321,61843.1,30721.0,M8190914417,77355.45,107582.83,0,0
182,CASH_IN,11996.18,C9746765265,0.0,0.0,M8559264576,0.0,11946.14,0,0
178,PAYMENT,53341.54,C3360982785,242898.56,189618.52,M7775030057,13058.77,65894.68,0,0
698,PAYMENT,10816.02,C8602157350,0.0,0.0,M8682610872,174985.8,184181.54,0,0
559,PAYMENT,14066.93,C6406758110,7190.16,0.0,M7482807834,357139.87,370047.31,0,0
583,PAYMENT,24859.98,C902859504,5777.01,0.0,M4817252732,0.0,23109.93,0,0
67,CASH_IN,67952.36,C9259197320,0.0,0.0,M6840040872,0.0,67749.06,0,0
166,PAYMENT,67521.54,C3380256608,35820.69,0.0,M7305092278,27059.67,85487.33,0,0
646,CASH_OUT,4234.54,C8712606371,0.0,0.0,C9249959936,25417.64,29481.03,0,0
69,CASH_OUT,552784.53,C5723221025,537069.58,0.0,C7894304785,0.0,484460.02,0,0
704,CASH_OUT,96045.05,C5625773201,911863.04,815850.38,C4343354857,10026.05,91794.85,0,0
644,PAYMENT,61238.97,C5041539920,7390.66,0.0,M8540808737,777217.24,833342.18,0,0
201,CASH_OUT,113049.63,C3428012737,0.0,0.0,C5055617765,0.0,97780.36,0,0
14,CASH_OUT,36406.79,C6271952748,167091.73,130636.35,C4280260030,121105.62,154811.4,0,0
511,PAYMENT,40641.77,C5992691026,32958.14,0.0,M2215239468,0.0,40615.57,0,0
645,PAYMENT,12899.21,C4674988719,0.0,0.0,M1085395518,87350.05,99179.39,0,0
729,CASH_IN,11290.22,C5553706134,10374.66,0.0,M2901546221,0.0,9850.09,0,0
14,PAYMENT,40700.39,C2695589399,21883.97,0.0,M9431917979,0.0,38673.96,0,0
581,CASH_IN,767923.31,C6686200871,36742.07,0.0,M7346421303,0.0,746096.8,0,0
464,TRANSFER,1847937.85,C4098024563,0.0,0.0,C6151751936,0.0,1741541.78,0,0
178,CASH_IN,5251.18,C1997284952,43136.51,37877.2,M9972854229,247134.46,251857.0,0,0
369,PAYMENT,22006.65,C7773168625,0.0,0.0,M6267650314,60961.78,80828.75,0,0
41,CASH_OUT,137686.27,C1575135097,25467.98,0.0,C2494418513,0.0,129166.93,0,0
432,TRANSFER,82937.5,C9281695847,153187.61,70217.27,C2549327675,29491.66,102345.54,0,0
91,CASH_OUT,62550.11,C4483447166,0.0,0.0,C3579251703,14171.38,74674.11,0,0
56,CASH_OUT,279436.47,C7289566367,93848.05,0.0,C4728653773,0.0,241446.09,0,0
573,PAYMENT,87809.38,C9140968690,69421.74,0.0,M9652150434,0.0,80527.02,0,0
255,CASH_OUT,111951.54,C5090793108,45654.0,0.0,C7593928380,9860.21,113641.55,0,0
535,TRANSFER,174143.73,C3631176461,0.0,0.0,C1363352628,0.0,156904.65,0,0
306,PAYMENT,185313.92,C8073556441,2224.4,0.0,M1451186790,1698.61,160799.13,0,0
97,PAYMENT,14018.3,C4456308535,0.0,0.0,M4058192676,25229.59,38597.5,0,0
723,PAYMENT,151654.73,C6905468479,1121592.51,969970.84,M168561296,0.0,151252.93,0,0
692,PAYMENT,85641.54,C2018397332,16437.3,0.0,M8383615381,0.0,79864.95,0,0
63,CASH_OUT,52947.81,C4297677290,0.0,0.0,C2061437389,0.0,48903.38,0,0
39,PAYMENT,2235.07,C7162042900,0.0,0.0,M5827692170,0.0,2122.9,0,0
660,CASH_IN,14383.69,C9005891264,36446.17,22114.6,M1352887687,722035.8,736006.8,0,0
294,PAYMENT,27246.37,C9208274169,10000000.0,9972755.14,M3070278034,115791.01,141187.05,0,0
217,CASH_IN,604721.75,C975428946,104332.82,0.0,M8016509268,0.0,519038.1,0,0
304,CASH_OUT,83975.72,C6177809758,0.0,0.0,C5582005477,0.0,76601.59,0,0
386,CASH_OUT,77852.61,C2351976725,13791.34,0.0,C4915858701,0.0,72349.9,0,0
235,CASH_OUT,104000.24,C6599790053,0.0,0.0,C7578416767,0.0,92566.19,0,0
118,PAYMENT,41391.52,C9379708510,13859.47,0.0,M7185059546,443867.4,481806.82,0,0
359,CASH_IN,5920.78,C7647803584,0.0,0.0,M3689746299,0.0,5743.21,0,0
215,CASH_IN,120835.89,C5078447467,293765.2,172877.1,M5083638745,0.0,113125.74,0,0
536,PAYMENT,38633.61,C5318062281,9759.87,0.0,M3589730452,0.0,37180.41,0,0
377,PAYMENT,144834.64,C5509482961,339018.15,194179.66,M4759142862,749499.86,884678.86,0,0
432,CASH_IN,3030.09,C3948537773,0.0,0.0,M3002482379,5372.0,7974.15,0,0
48,CASH_OUT,3296.9,C1653716509,43864.23,40582.06,C629186786,0.0,2960.38,0,0
611,CASH_OUT,66871.62,C5793240435,0.0,0.0,C2395433066,8833.79,71037.08,0,0
162,TRANSFER,5717.22,C7510945778,0.0,0.0,C9959505233,614105.83,619746.2,0,0
634,PAYMENT,24228.53,C1057353530,98889.57,74633.19,M6859750159,0.0,24022.81,0,0
572,TRANSFER,29587.06,C3888501432,72793.21,43198.52,C8599272124,0.0,27942.5,0,0
9,CASH_OUT,14955.49,C3987481972,634703.85,619861.75,C6379228409,37403.57,50848.4,0,0
711,CASH_IN,15350.43,C4922236004,0.0,0.0,M3068206409,97362.05,110527.32,0,0
662,CASH_OUT,9589.08,C6527679805,5950.89,0.0,C6454706096,14961.75,23976.76,0,0
536,CASH_OUT,23941.27,C6390622158,0.0,0.0,C5513933391,0.0,23581.76,0,0
58,PAYMENT,13888.19,C1971311971,0.0,0.0,M6558675262,24205.46,36269.09,0,0
458,CASH_OUT,34418.15,C1611644212,43394.91,9037.75,C4522699930,120143.08,151344.85,0,0
422,CASH_OUT,264602.31,C5859188665,0.0,0.0,C8385371192,12222.56,257969.92,0,0
266,CASH_OUT,18279.48,C8679276646,0.0,0.0,C1754453117,34513.15,50653.97,0,0
611,CASH_OUT,102259.91,C5457802976,100896.78,0.0,C8713065733,0.0,100048.08,0,0
469,CASH_IN,53890.12,C9134216210,0.0,0.0,M6731111988,668.88,47611.53,0,0
732,PAYMENT,39741.03,C8460215175,9905.16,0.0,M8126736314,0.0,35920.29,0,0
180,CASH_OUT,21965.52,C2469047466,0.0,0.0,C8450382013,20229.68,40575.86,0,0
427,CASH_OUT,246640.47,C398927773,389613.7,142900.07,C2528253787,109678.56,346940.86,0,0
337,CASH_OUT,6845.76,C1021172409,5439.78,0.0,C1365198826,49973.76,55893.85,0,0
265,PAYMENT,46272.13,C589564574,30852.22,0.0,M5127713006,243214.72,283481.4,0,0
563,CASH_OUT,26199.39,C5948207160,200721.34,174565.51,C7543909323,125655.06,150694.66,0,0
446,CASH_IN,122347.81,C1562113947,11730.56,0.0,M2358017881,0.0,114263.33,0,0
450,CASH_OUT,714347.09,C8720634027,0.0,0.0,C7267021295,9037.08,665375.47,0,0
218,CASH_OUT,529972.32,C858091822,0.0,0.0,C4815169809,134561.19,633288.01,0,0
424,CASH_IN,18327.38,C4186590736,21719.38,3400.3,M3010236743,1600002.17,1617867.89,0,0
52,CASH_IN,43600.37,C4764911965,17726.83,0.0,M8970216822,191494.55,232249.54,0,0
14,CASH_OUT,16553.4,C7228048142,48288.38,31749.56,C1578690306,0.0,16245.71,0,0
79,CASH_IN,17235.76,C6150847403,0.0,0.0,M4935117235,180645.03,196717.39,0,0
232,PAYMENT,26752.92,C1442510776,55002.7,28202.97,M9022346783,0.0,26359.11,0,0
334,CASH_IN,5122.05,C6536092564,6231.41,1108.95,M9811994264,0.0,5121.27,0,0
635,PAYMENT,4978.55,C6438553911,0.0,0.0,M5499929696,159340.76,163813.14,0,0
1,PAYMENT,208780.35,C3164878640,917.67,0.0,M9280230857,1277.54,201740.8,0,0
342,DEBIT,84047.32,C3524668643,14764.76,0.0,M9894978472,11584.49,93589.46,0,0
743,CASH_OUT,43040.47,C5069659552,0.0,0.0,C6074112999,0.0,41016.39,0,0
616,PAYMENT,26842.71,C6684428831,0.0,0.0,M312913570,10244.18,34135.93,0,0
20,PAYMENT,4100.82,C9615034423,56684.66,52615.63,M1796651893,0.0,4058.22,0,0
155,CASH_OUT,177101.52,C2821240121,0.0,0.0,C5315657462,0.0,155764.65,0,0
45,CASH_OUT,44794.26,C6197953109,554853.8,510000.66,C447955035,98344.87,138397.67,0,0
111,CASH_OUT,77451.55,C2335453190,2565.97,0.0,C3557614190,11426.74,85073.52,0,0
399,PAYMENT,742.2,C3147020469,149115.53,148267.77,M7491942440,2081030.09,2081697.43,0,0
181,PAYMENT,38912.88,C4755391223,0.0,0.0,M3404324589,7916.91,46752.29,0,0
24,PAYMENT,133003.48,C1310171379,0.0,0.0,M4703117642,0.0,122016.04,0,0
427,CASH_OUT,14937.66,C2623270933,3079.97,0.0,C9955554243,0.0,13000.35,0,0
128,PAYMENT,368481.8,C2707959588,0.0,0.0,M8157983753,0.0,318740.48,0,0
31,TRANSFER,1021371.77,C3452342892,0.0,0.0,C6665439116,172297.65,1059216.22,0,0
667,PAYMENT,193191.05,C4215476232,262793.09,69674.91,M1286367395,0.0,192572.99,0,0
420,PAYMENT,274713.86,C8072571916,8315.98,0.0,M5853822135,16448.14,252850.62,0,0
442,CASH_IN,4035.35,C9426392172,22623.76,18585.65,M9634654049,0.0,3846.83,0,0
634,CASH_IN,75039.33,C4543396611,44858.39,0.0,M3187112552,0.0,67517.29,0,0
148,PAYMENT,87806.63,C8058593342,599477.19,511649.34,M8571589727,172069.7,255069.93,0,0
531,CASH_IN,233088.63,C4292421718,0.0,0.0,M5771140310,0.0,206169.72,0,0
600,PAYMENT,78609.61,C8404408595,17088.53,0.0,M7019862347,0.0,67461.72,0,0
144,CASH_IN,116966.47,C8192878086,218885.09,101850.51,M9167409060,0.0,106158.26,0,0
411,CASH_OUT,559251.61,C4468356454,107853.26,0.0,C9199843900,21808.84,552428.6,0,0
390,CASH_OUT,828228.37,C825618873,0.0,0.0,C4424354883,2579.98,772460.75,0,0
615,CASH_OUT,29635.33,C1363510978,0.0,0.0,C3539226072,5329.06,32172.76,0,0
697,CASH_IN,17527.94,C9200860932,924894.17,907323.66,M5553416398,7898.29,25345.33,0,0
425,PAYMENT,54514.33,C7726939652,0.0,0.0,M9864726312,60277.01,111751.6,0,0
436,CASH_OUT,29509.09,C8784370342,0.0,0.0,C6495108431,510396.26,539604.71,0,0
59,CASH_OUT,67190.64,C8632828857,10782.86,0.0,C814574746,0.0,64840.67,0,0
650,CASH_IN,2466.2,C4266214719,216418.26,213914.79,M8467056744,411192.63,413604.55,0,0
483,CASH_IN,33878.76,C7988212857,2795.24,0.0,M5817259979,0.0,33621.48,0,0
636,PAYMENT,13786.96,C211533467,260164.2,246461.37,M1182642554,0.0,13227.43,0,0
472,PAYMENT,73221.39,C1113785692,0.0,0.0,M1762462814,771650.61,837398.53,0,0
736,PAYMENT,82925.41,C6849071634,0.0,0.0,M6530553954,57833.26,133357.5,0,0
28,PAYMENT,1527.44,C1296540211,46238.88,44755.2,M7405728186,44329.82,45849.56,0,0
626,TRANSFER,387791.12,C7451779736,0.0,0.0,C7863882706,48804.73,409194.44,0,0
77,CASH_OUT,69897.49,C8468128413,1345883.73,1275968.97,C2867375557,41119.89,110594.6,0,0
404,PAYMENT,72291.55,C6599591207,7786.33,0.0,M1612293637,0.0,70849.12,0,0
569,CASH_OUT,40678.61,C4111751020,10767.64,0.0,C1543527622,8607.78,49274.66,0,0
341,PAYMENT,41488.04,C4203920519,0.0,0.0,M6779955570,858032.39,894514.4,0,0
251,PAYMENT,15076.34,C5567524574,0.0,0.0,M8389748044,0.0,14970.83,0,0
702,PAYMENT,11236.2,C5803336914,0.0,0.0,M617559437,0.0,10465.27,0,0
84,CASH_OUT,82873.82,C1575363021,0.0,0.0,C9522485117,0.0,78083.6,0,0
509,PAYMENT,31048.57,C7069725404,201.78,0.0,M1865559700,0.0,30679.16,0,0
198,CASH_OUT,4929.4,C5602214332,24645.91,19745.84,C6999277920,49.02,4636.98,0,0
731,CASH_OUT,90056.64,C4751050505,0.0,0.0,C3161944087,121881.51,202981.78,0,0
720,CASH_OUT,188398.66,C5808075177,1970438.08,1782005.77,C2758995071,0.0,186618.59,0,0
542,CASH_IN,45886.45,C3221569387,0.0,0.0,M4316956849,409553.7,452240.19,0,0
691,PAYMENT,3197.66,C1685439156,61286.83,58091.17,M4210323557,0.0,2760.58,0,0
235,PAYMENT,14266.28,C6278578399,0.0,0.0,M8166972619,166938.72,179853.96,0,0
471,CASH_IN,141472.55,C2581371563,0.0,0.0,M1034743045,13751.57,147800.02,0,0
612,PAYMENT,339047.95,C6800868024,0.0,0.0,M6645603334,0.0,321636.99,0,0
182,PAYMENT,86682.76,C2071781984,0.0,0.0,M3051792960,0.0,81479.02,0,0
286,PAYMENT,43855.83,C8404538886,0.0,0.0,M2416954764,567079.93,609652.66,0,0
654,PAYMENT,12754.87,C8364426039,0.0,0.0,M2639848840,16121.02,28339.72,0,0
571,PAYMENT,114250.18,C6141961195,5713.29,0.0,M7870839751,0.0,112469.09,0,0
668,PAYMENT,248867.07,C4856011225,0.0,0.0,M2626322019,0.0,232114.54,0,0
182,CASH_IN,23199.08,C9010155986,5832.8,0.0,M2756306111,5778.73,27414.43,0,0
619,CASH_IN,133848.44,C6402245760,5167.27,0.0,M6716761543,0.0,132493.22,0,0
624,CASH_OUT,47660.29,C1553233857,7629.72,0.0,C5123813094,0.0,43754.85,0,0
637,CASH_OUT,67190.82,C8016816930,56379.54,0.0,C4512072524,12584.72,75855.96,0,0
259,PAYMENT,115826.9,C7518483706,92494.79,0.0,M2208593797,71346.76,170325.82,0,0
289,CASH_OUT,46800.08,C8910721025,958260.47,911419.25,C1555308804,321279.78,363316.19,0,0
31,CASH_OUT,214655.52,C9012303013,0.0,0.0,C9302943969,493399.27,693800.38,0,0
564,CASH_IN,125151.49,C9390853773,3736.95,0.0,M349935209,43672.29,154931.32,0,0
708,CASH_OUT,26111.11,C7044124950,20856.53,0.0,C4284223095,65975.93,88958.73,0,0
397,TRANSFER,347643.18,C2094378646,735506.37,387779.15,C6157444026,0.0,301017.73,0,0
338,CASH_IN,201401.27,C8787898248,144958.65,0.0,M9417233079,3673.08,193695.68,0,0
247,CASH_IN,189237.87,C5934019584,1667425.63,1478101.76,M1928581415,0.0,185884.28,0,0
226,CASH_OUT,148821.44,C866220846,3101.97,0.0,C1301699798,0.0,148408.79,0,0
304,CASH_OUT,109402.35,C984603390,0.0,0.0,C5966089483,0.0,95291.79,0,0
177,PAYMENT,95043.08,C8580485865,0.0,0.0,M9457149436,27605.31,112978.94,0,0
530,CASH_OUT,6621.87,C1783034222,95914.3,89269.5,C459993441,3616.02,9435.81,0,0
157,CASH_OUT,297884.48,C6059707927,85789.44,0.0,C9786792668,0.0,288941.27,0,0
653,CASH_OUT,95754.53,C1898811425,0.0,0.0,C4041726991,673087.52,755790.69,0,0
252,CASH_OUT,210633.43,C232713555,12382.0,0.0,C5852181210,0.0,189157.04,0,0
705,CASH_OUT,47612.02,C3440207809,76392.92,28781.77,C3003305912,358189.57,401914.92,0,0
563,CASH_IN,552562.25,C4425349469,29467.0,0.0,M5177279494,0.0,538265.82,0,0
154,CASH_OUT,245679.61,C3784008751,0.0,0.0,C6161099054,0.0,237778.85,0,0
200,CASH_OUT,850236.13,C6960177503,59081.28,0.0,C8699891916,5264.44,739201.57,0,0
345,PAYMENT,222277.71,C3893324534,0.0,0.0,M541006327,0.0,195397.88,0,0
